name,city,province,region,type,beds,phone,email,website,latitude,longitude,address,source,id,place_id
hôpital al kortobi,Tanger,,,Hôpital,500.0,0539 33 33 33,hôpital.al.kortobi@tanger.ma,https://www.hôpitalalkortobi.ma,35.7894876,-5.8183982,"Route de la Corniche, Tanger, Maroc",osm,605,144.0
Centre de procréation medicalement assistée,,,,Clinique,100.0,,,,31.6256943,-7.9939469,,osm,606,
Dispensaire مستوصف,Beni Enzar بني انصار,,,Hôpital,20.0,+212 6 12 34 56 78,benienzar.dispensaire@hopitaux.ma,https://benienzar.dispensaire.ma,35.2615812,-2.9337219,"Route de Beni Enzar, Beni Enzar, Maroc",osm,607,181.0
Centre de santé Irhalne المركز الصحي إرحالن,,,,Hôpital,150.0,+212 5 48 83 23 45,irhalne@centre-sante.ma,https://centre-sante.ma/irhalne,30.3667288,-9.5412183,"Route de Ouarzazate, Irhalen, Maroc",osm,608,
المستشفى الاقليمي لانزكان,,,,Hôpital,200.0,+212 524 43 33 33,hospitaleqanzan@minss.gov.ma,https://www.minss.gov.ma,30.3530517,-9.5365689,"Route de Marrakech, 23000 Anzalan, Maroc",osm,609,
Polyclinique de la CNSS,,,,Hôpital,100.0,+212 537 73 73 73,polycliniquedelacnss@gmail.com,https://www.polycliniquedelacnss.ma/,30.4282209,-9.5895525,"Boulevard de l'Académie, 10100 Rabat",osm,610,
مـــستشــــفى الزاك,,,,Hôpital,400.0,+212 535 63 21 21,,,28.0284081,-9.2937456,"Route de Tanger, 40000, Fès",osm,611,
Centre de Santé Tabarine,,,,Hôpital,450.0,,,,30.3719426,-9.5324277,,osm,612,
Clinique Nakhil مصحة النخيل,,,,Hôpital,150.0,0525 28 28 28,info@cliniquenakhil.ma,https://www.cliniquenakhil.ma,31.6410721,-8.0122087,"Route de Casablanca, 10 000 Marrakech",osm,613,
Dispensaire El Aounia مستوصف العونية,,,,Hôpital,50.0,+212 5 22 33 44 55,info@dispensaire-el-aounia.ma,https://www.dispensaire-el-aounia.ma,34.6883068,-1.9007217,"Rue El Aounia, Casablanca, Maroc",osm,614,
Clinique RAIS,Fès,,,Hôpital,80.0,0535621108,cliniquerais@gmail.com,,34.0335173,-5.006211,"BP 2145, Fès",osm,615,138.0
Clinique Agdal مصحة أكدال,Fès,,,Clinique,50.0,0537 63 31 31,,,34.0356144,-5.0091297,"Boulevard Mohammed V, Agdal, Fès",osm,616,138.0
Clinique El Amal,,,,Hôpital,150.0,022 43 43 43,info@cliniqueelamal.ma,https://www.cliniqueelamal.ma,34.0130329,-6.8226153,"Boulevard de l'Armée Royale, 20100 Casablanca, Maroc",osm,617,
Hôpital du Cheikh Khalifa Ben Zayd Al-Nahyan,Casablanca,,,Hôpital,700.0,,,,33.5523764,-7.6683106,,osm,618,182.0
المستشفى الجهوي الحسن الثاني,,,,Hôpital,1000.0,+212 5 22 22 22 22,hassan2.casablanca@minss.gov.ma,https://www.minss.gov.ma,30.4362795,-9.5907607,"Route de l'Aéroport, 20100 Casablanca",osm,619,
Centre de Formation,,,,Hôpital,40.0,,,,30.9265333,-6.917762,,osm,620,
Hôpital Eddarrak مستشفى الدراق,Berkane,,,Hôpital,200.0,0535 53 53 53,,,34.9248828,-2.3251758,"Route de Meknès, Berkane, Maroc",osm,621,183.0
Sidi Daoud,,,,Hôpital,500.0,+212 5 28 28 28 28,sidi.daoud.hopital@maroc.ma,https://sidi-daoud-hopital.ma,30.9229904,-6.8939717,"Route de Sidi Daoud, 40000 Sidi Daoud, Maroc",osm,622,
Hopital polyclinique cheikh zaid المركزالاستشفائي الشيخ زايد,,,,Hôpital,500.0,+212 537 73 73 73,info@hopital-polyclinique-cheikh-zaid.ma,https://www.hopital-polyclinique-cheikh-zaid.ma,32.8814293,-6.9073889,"Route de la Zaidie, 10000, Rabat, Maroc",osm,623,
Polyclinique Beni Snassen مستشفى بني يزناسن,berkane,,,Clinique,150.0,+212 35 53 33 33,,,34.9341147,-2.3255091,"Route de Berkane, Berkane, Maroc",osm,624,184.0
centre hospitalier universitaie,,,,Hôpital,650.0,,,,30.4109553,-9.5349894,null,osm,625,
Radiologie Anoual,,,,Clinique,50.0,,,,33.5693976,-7.6171309,,osm,626,
Clinique Bennis مصحة بنيس,Tanger,,,Clinique,50.0,+212 539 33 33 33,cliniquebennis@gmail.com,https://cliniquebennis.ma,35.7654364,-5.7979814,"Tanger, Maroc",osm,627,144.0
Clinical Abbadi,,,,Clinique,40.0,,,,33.5696597,-7.6616345,,osm,628,
Clinique CIL,,,,Clinique,150.0,+212 5 22 34 56 78,info@cliniquecil.ma,https://www.cliniquecil.ma,33.5691431,-7.6608343,"BP 1234, 10000 Casablanca",osm,629,
International Clinic,,,,Clinique,60.0,,,,33.5694473,-7.6187558,,osm,630,
Clinique Riviera,,,,Clinique,200.0,+212 5 22 34 56 78,info@cliniqueriviera.ma,https://www.cliniqueriviera.ma,33.5666985,-7.6388828,"BP 1234, 10000 Casablanca",osm,631,
Cinique Al Karim Medecine Physique,,,,Clinique,50.0,,,,33.5616321,-7.6173404,,osm,632,
Ophtalmo Clinique de Casablanca,,,,Clinique,50.0,+212 5 22 43 44 55,ophtalmo.casablanca@clinique.ma,https://ophtalmo.clinique.ma/casablanca,33.5630286,-7.6358004,"Boulevard Sidi Mohammed Ben Abdallah, Casablanca, Maroc",osm,633,
Cinique Multidisciplinaire,,,,Clinique,100.0,,,,33.5631417,-7.6354938,,osm,634,
Clinique Cardiologique Casa Oasis,,,,Clinique,150.0,+212 5 22 33 44 55,info@cliniquecardiologiquecasa.com,https://cliniquecardiologiquecasa.com,33.5626114,-7.6301797,"Rue de la Clinique, Casablanca",osm,635,
Clinique Californie,,,,Hôpital,200.0,0522 23 34 56,info@cliniquecalifornie.ma,https://www.cliniquecalifornie.ma,33.546665,-7.6308526,"Rue de la Clinique Californie, Casablanca",osm,636,
L'Hôpital de Saïdia مستشفى السعيدية,,,,Hôpital,200.0,+212 0 98 83 22 11,,,35.0880971,-2.2400108,"Route de la plage, 66000 Saïdia, Maroc",osm,637,
مركز صحي,,,,Hôpital,350.0,,,,30.3535448,-9.5349179,,osm,638,
Hôpital Sekkat,,,,Hôpital,500.0,+212 524 43 31 31,,,33.5460467,-7.5885967,"Boulevard Mohammed VI, 40000 Marrakech",osm,639,
Centre de Santé Derb el Kheir,,,,Hôpital,200.0,+212 5 22 33 44 55,derbelkheir@centre-sante.ma,https://centre-sante.ma/derbelkheir,33.5498334,-7.5913748,"Rue de la Liberté, Derb el Kheir, Casablanca",osm,640,
Polyclinique ِCNSS Sidi Bernoussi,Casablanca,,,Hôpital,200.0,0522 43 43 43,,,33.6107521,-7.5007966,"Boulevard Sidi Mohammed Ben Abdallah, Sidi Bernoussi, Casablanca",osm,641,182.0
Centre d'Hemodialyse 2 Mars,,,,Clinique,50.0,+212 5 22 33 44 55,centre.hemodialyse.2mars@hopitaux-marocains.ma,https://hopitaux-marocains.ma/centre-hemodialyse-2-mars,33.5521591,-7.6037655,"Boulevard Mohammed VI, 20000 Casablanca",osm,642,
Dispensaire Douar Sidi Ali مستوصف دوار سيدي علي,,,,Clinique,50.0,+212 5 24 31 11 11,dsadouarsidi@gmail.com,https://www.dispensaire-douar-sidi-ali.ma,29.8763564,-9.6113734,"Route de Douar Sidi Ali, 40000 Marrakech",osm,643,
Centre de santé 1,Toulal ⵜⵓⵍⴰⵍ تولال,,,Clinique,50.0,,,,33.8838128,-5.59462,"Toulal ⵜⵓⵍⴰⵍ, Maroc",osm,644,185.0
Azrou Health Center,,,,Clinique,20.0,+212 53 78 21 31,,,31.2993911,-6.1557057,"Route de Tafilalet, Azrou, Fès-Meknès, Maroc",osm,645,
Hôpital provincial de Midelt,,,,Hôpital,200.0,+212 53 85 21 21,,,32.6991279,-4.7587249,"Route de Meknès, 54000 Midelt, Maroc",osm,646,
Hopital provincial Errazi مستشفى الرازي,,,,Hôpital,300.0,+212 536 78 11 11,,,33.2601336,-7.5840815,"Route de Marrakech, 40000 Errachidia, Maroc",osm,647,
Hôpital EL IDRISSI,,,,Hôpital,500.0,+212 537 373111,hpidrissi@hopitaux.gov.ma,https://www.hpidrissi.ma,34.2483126,-6.5782073,"BP 2129, Avenue Hassan II, 40000 Rabat",osm,648,
Polyclinique de Kenitra,,,,Clinique,150.0,+212 537 373635,polycliniquedekenitra@gmail.com,https://www.polycliniquedekenitra.ma,34.2518717,-6.5747625,"Rue de la République, 14000 Kenitra, Maroc",osm,649,
Hôpital de Figuig مستشفى فكيك,Figuig ⵉⴼⵉⵢⵢⵉⵢ فگيگ,,,Hôpital,150.0,+212 66 83 22 33,hospitalfiguig@minss.gov.ma,https://www.minss.gov.ma/fr/hopitaux/hopital-de-figuig,32.1093804,-1.2315885,"Route de la ville, BP 100, 32100 Figuig",osm,650,186.0
Clinique Beauséjour,,,,Clinique,100.0,+212 5377-81313,info@cliniquebeausejour.ma,https://cliniquebeausejour.ma/,34.0324632,-6.8243995,,osm,651,
Centre de dialyse Al AMAL,,,,Clinique,50.0,+212 5373-84493,info@al-amal.ma,https://www.al-amal.ma/,34.2498828,-6.5614166,"Boulevard Mohammed VI, 40000 Marrakech",osm,652,
Clinique Orthopedie,,,,Clinique,90.0,,,,34.2587344,-6.5773529,,osm,653,
Clinique De La Vision de Rabat,,,,Clinique,70.0,+212 537 676666,,,34.0072877,-6.8442143,"Bd. Sidi Mohammed Ben Abdallah, 10000 Rabat, Maroc",osm,654,
Clinique Ibn Khaldoun مصحة إبن خلدون,Rabat,,,Clinique,100.0,+212 537 776767,,https://www.cliniqueibnkhaldoun.ma,34.0067677,-6.8442429,"Rue Ibn Khaldoun, Rabat",osm,655,152.0
Disponsaire Smaâla,,,,Hôpital,150.0,+212 6 11 22 33 44,disponsaire.smaala@hopitaux-marocains.ma,https://www.disponsaire-smaala.ma,32.9994945,-7.622462,"BP 1234, Smaâla, Maroc",osm,656,
Dispensaire ElKheir,,,,Hôpital,50.0,+212 5 22 33 44 55,info@dispensaireelkheir.ma,https://dispensaireelkheir.ma,32.9888331,-7.6080169,"Rue El Kheir, Casablanca",osm,657,
Clinicque International de Mogador,,,,Hôpital,600.0,,,,31.5066414,-9.7635338,,osm,658,
Polyclinique Ahadaf,,,,Hôpital,150.0,0537 23 34 56,info@ahadaf.ma,https://www.ahadaf.ma,33.4427162,-5.2227346,"Rue de la République, Casablanca",osm,659,
clinique Nour مصحة النور,FEZ,,,Clinique,150.0,+212 535 63 44 44,info@cliniquenour.ma,https://www.cliniquenour.ma,34.0306759,-5.0094088,"Rue de la clinique Nour, Fès, Maroc",osm,660,187.0
Al moukawama,,,,Hôpital,600.0,,,,30.9265586,-6.9227422,,osm,661,
Ikniouen clinic,,,,Clinique,80.0,,,,31.1692348,-5.6727482,,osm,662,
Clinique des Nations Unies,Rabat ⵔⴱⴰⵟ الرباط,,,Clinique,200.0,+212 537 73 21 12,info@cliniquedesnationsunies.ma,https://cliniquenationsunies.com/,33.9893353,-6.8490772,"BP 1234, Rabat",osm,663,172.0
Clinique Ain Chock,,,,Clinique,120.0,+212 5 47 25 25 25,,,33.5491556,-7.6025524,"Boulevard de l'Armée Royale, Ain Chock, Casablanca, Maroc",osm,664,
Ajial Hôpital Pédiatrique,,,,Hôpital,650.0,,,,33.5521,-7.6082648,,osm,665,
Hôpital Sanyat Rmel,Tétouan,,,Hôpital,150.0,+212 39 83 23 456,hospitalsanyatrmel@gmail.com,https://www.hospitalsanyatrmel.ma,35.5732887,-5.3556967,"Route de Tétouan, Rmel, Maroc",osm,666,129.0
Hospital Bouizamarn,,,,Hôpital,700.0,,,,30.4750672,-8.8819407,,osm,667,
centre hospitalier Ibn SINA,,,,Hôpital,1000.0,+212 5 22 28 21 21,,,34.4011923,-2.9095017,"Rue Ibn Sina, Casablanca, Maroc",osm,668,
clinique privé Arrahma,Taourirt تاوريرت,,,Hôpital,50.0,0535 58 22 22,,,34.4150868,-2.9165323,"Route de Meknès, Taourirt 53000, Maroc",osm,669,188.0
centre de diagnostique polyvalent,,,,Hôpital,40.0,,,,34.4000945,-2.8937858,,osm,670,
Hopital Provincial Taourirt,Taurirt,,,Hôpital,250.0,0535 83 23 14,hopitaltaourirt@maroc.org,https://www.hopitaltaourirt.ma,34.4131147,-2.8905053,"Route de la ville, 46160 Taourirt, Maroc",osm,671,189.0
hopital Assalam,,,,Hôpital,120.0,,,,34.4007426,-2.8816988,,osm,672,
centre médical Moukhtar soussi,,,,Hôpital,200.0,+212 5 22 33 44 55,info@centremedicalmoukhtarsoussi.ma,https://centremedicalmoukhtarsoussi.ma,34.406813,-2.899355,"Rue Moukhtar Soussi, Casablanca",osm,673,
Polyclinique CNSS,Mohammedia,,,Hôpital,350.0,+212 5 35 64 45 00,,,33.7012169,-7.3982014,"Route de Casablanca, 20600 Mohammedia",osm,674,190.0
Centre de santé midelt,,,,Clinique,80.0,,,,32.6806266,-4.7366333,,osm,675,
Polyclinique CNSS,Tanger,,,Hôpital,350.0,+212 539 93 31 31,,,35.7753803,-5.770132,"Tanger, Maroc",osm,676,144.0
Centre Hospitalier Préfectoral de Ben M'Sick,,,,Hôpital,350.0,+212 522 23 11 11,,,33.5523382,-7.5779945,"Route de Casablanca, 20650 Ben M'Sick, Casablanca-Settat, Maroc",osm,677,
Polyclinique CNSS Hay Hassani مصحة الضمان الإجتماعي الحي الحسني,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,Hôpital,200.0,+212 5 22 32 22 22,cnss.hayhassani@cnss.ma,https://www.cnss.ma/fr/centre-de-soins/hay-hassani,33.5669922,-7.6685901,"Boulevard Mohammed V, 20100 Casablanca, Maroc",osm,678,155.0
Croissant rouge marocain,rue mohamed el hansali fes,,,Hôpital,120.0,0535624042,,,34.0382154,-5.0006078,"Rue Mohamed El Hansali, Fès, Maroc",osm,679,191.0
Dispensaire,Fes ville,,,Clinique,20.0,+212 535 63 63 63,dispensaire.fes@minss.gov.ma,https://www.minss.gov.ma/dispensaire-fes,34.0448754,-5.0012175,"Rue de la Liberté, Fès, Maroc",osm,680,192.0
Hôpital Omar Drissi,,,,Hôpital,500.0,+212 5 37 63 24 00,hpd.oumar@hopitaux-marocains.ma,https://hopitaux-marocains.ma/hpd-oumar,34.0573836,-4.9813786,"BP 1234, 10000 Rabat",osm,681,
Clinic ‘Ouajdi’,,,,Clinique,80.0,,,,31.3518363,-6.1682628,,osm,682,
مستشفى ابن البتطار,فاس,,,Hôpital,500.0,+212 35 93 23 34,,,34.0425666,-4.9847657,"Route de Taza, Fès 30000, Maroc",osm,683,193.0
Hôpital Espagnol,Tanger,,,Hôpital,500.0,+212 539 93 31 31,,,35.7782078,-5.8225022,"Boulevard Mohammed VI, Tanger, Maroc",osm,684,144.0
Clinique Illigh,,,,Clinique,40.0,,,,30.440023,-9.5901521,,osm,685,
Clinique d'oncologie Ibn Sina,,,,Clinique,150.0,+212 5 22 33 44 55,clinique.oncologie.ibn.sina@maroc.com,https://cliniqueibnsina.ma,34.2484801,-6.6013168,"Rue Ibn Sina, Casablanca",osm,686,
Laboratoire D'Analyses Médicales de Tanger,Tanger,,,Clinique,20.0,+212 539 93 31 31,,,35.7761802,-5.8063461,"Boulevard Mohammed VI, Tanger, Maroc",osm,687,144.0
Clinique Internationale de Marrakech,,,,Hôpital,120.0,+212 524 38 00 00,info@clinique-internationale.ma,https://www.clinique-internationale-marrakech.com/,31.6127853,-7.9967519,"Km 8, Route de Casablanca, Marrakech, Maroc",osm,688,
Clinique Sidi Amar,Tanger,,,Clinique,50.0,+212 539 93 34 56,cliniquesidiamar@gmail.com,https://cliniquesidiamar.ma,35.7792464,-5.8310481,"Rue Sidi Amar, Tanger",osm,689,144.0
Cabinets de Pédiatrie,Tanger,,,Clinique,50.0,+212 539 123 456,pediatrie.tanger@hopitaux-marocains.ma,https://hopitaux-marocains.ma/cabinets-pediatrie-tanger,35.7761171,-5.8373073,"Rue de la Pédiatrie, Tanger",osm,690,144.0
Hôpital général de Casablanca Azhar-Bernoussi,,,,Clinique,500.0,+212 22 43 22 43,,,33.599247,-7.4834913,"Boulevard de l'Armée Royale, 20100 Casablanca, Maroc",osm,691,
Clinique Assalam,Tanger,,,Clinique,90.0,,,,35.7699061,-5.8095036,"Tanger, Maroc",osm,692,144.0
Centre Ahmad Bin Zayed Al Nahyan De Traitement des Cancers,Tanger,,,Hôpital,100.0,0539 93 31 31,,,35.6829906,-5.921976,"Route de Tétouan, Tanger, Maroc",osm,693,144.0
Complexe Medico-Social Al Wouroud,,,,Clinique,500.0,+212 5 22 33 44 55,info@alwouroud.ma,https://www.alwouroud.ma,33.5604256,-7.6095217,"Complexe Medico-Social Al Wouroud, Casablanca, Maroc",osm,694,
Centre Kinesitherapie Bouafi Amine,,,,Clinique,30.0,,,,33.5574386,-7.6105914,,osm,695,
Clinique Pasteur,,,,Clinique,150.0,+212 522 22 22 22,clinique.pasteur@pasteur.ma,https://www.clinique-pasteur.ma,33.9464626,-6.8662661,"BP 215, Avenue Hassan II, 20100 Casablanca",osm,696,
Clinique Les Crêtes,,,,Hôpital,400.0,,,,33.5495136,-7.624092,,osm,697,
Clinique Le Marrakech,,,,Hôpital,100.0,0524 43 31 31,,,31.6536869,-8.0508376,"Boulevard Mohammed VI, Marrakech, Maroc",osm,698,
Urgences: Cardiologiques Centre de la Douleur,,,,Hôpital,200.0,,,,31.6496813,-8.0482927,null,osm,699,
Polyclinique Atlas,Fez,,,Clinique,120.0,+212 35 62 14 14,,,34.0264562,-4.9904564,"Rue de la Liberté, 30000 Fès, Maroc",osm,700,194.0
Centre De Dialyse Et Des Maladies Renales SAADA,,,,Clinique,50.0,+212 5 22 33 44 55,info@cdmr.ma,https://cdmr.ma,34.0228991,-5.0058145,"BP 1234, Sidi Moumen, Casablanca",osm,701,
الكوثر,fez,,,Hôpital,1000.0,+212 535 63 31 31,,,34.0143665,-4.9998494,"Route de Meknès, Fès, Maroc",osm,702,195.0
Top Medical,,,,Clinique,200.0,+212 5 22 33 44 55,info@topmedical.ma,https://www.topmedical.ma,34.0158041,-6.8326974,"Rue de la Liberté, Casablanca",osm,703,
Actilab Matériel Médical,,,,Clinique,40.0,,,,34.0163653,-6.8319725,,osm,704,
Red Med,,,,Clinique,500.0,+212 5 22 33 44 55,info@redmed.ma,https://www.redmed.ma,33.9708873,-6.8468768,"Rue de la République, Casablanca",osm,705,
Polyclinique Cnss Kenitra,KENITRA,,,Clinique,120.0,+212 537 378738,,,34.2653065,-6.5709983,"Route de Sidi Kacem, Kenitra, Maroc",osm,706,196.0
Centre de Sante Ihchahch,,,,Hôpital,400.0,,,,30.4216723,-9.5854033,,osm,707,
Cabinet Docteur Amar - Généraliste,Salé سلا,,,Hôpital,20.0,+212 5 37 63 14 15,cabinetdocteuramar@gmail.com,https://www.cabinetdocteuramar.ma,34.0459802,-6.7998223,"Rue du marché, Salé سلا",osm,708,197.0
Clinic Ibn Sina,,,,Clinique,80.0,,,,30.4116529,-9.5627573,,osm,709,
Centre De Sante Amsernat,,,,Hôpital,200.0,,,,30.416395,-9.5716211,,osm,710,
Clinique Green Town,,,,Hôpital,150.0,+212 5 22 34 56 78,info@cliniquestown.ma,https://www.cliniquegreentown.ma,33.4943367,-7.5960642,"Boulevard de l'Oasis, Green Valley, Casablanca",osm,711,
Hopitale Molay Ali Cherrif errachidia,,,,Hôpital,600.0,,,,31.9406582,-4.418761,,osm,712,
hopital d'errahma,,,,Hôpital,50.0,,,,33.531623,-7.7326766,,osm,713,
koliaa,,,,Hôpital,20.0,,,,32.2616527,-9.2491592,,osm,714,
Cabinet Medical,midar,,,Hôpital,120.0,+212536364200,,,34.9383842,-3.5343032,null,osm,715,132.0
Hôpital Azzamouri,,,,Hôpital,250.0,+212 5 43 64 35 64,hopital.azzamouri@maroc.mg,https://hopital.azzamouri.ma,34.24635,-6.5760036,"Route de la ville, 40000 Azzamouri, Maroc",osm,716,
Clinique Mokhtar Soussi,,,,Hôpital,150.0,+212 5 22 34 56 78,info@cliniquemokhtarsoussi.ma,https://www.cliniquemokhtarsoussi.ma,30.4128051,-9.5727228,"BP 1234, Casablanca",osm,717,
Clinique al-Massira,Agadir ⴰⴳⴰⴷⵉⵔ أگادير,,,Hôpital,180.0,+212 528 83 31 31,,,30.420091,-9.5955956,"Route de l'aéroport, Agadir 80000, Maroc",osm,718,198.0
Hemodialysis center Ait-Melloul,Aït Melloul ⴰⵢⵜ ⵎⵍⵍⵓⵍ أيت ملول,,,Hôpital,80.0,0525 47 22 22,,,30.3229379,-9.5046525,"Route de Marrakech, Aït Melloul, Morocco",osm,719,199.0
Centre De sante Saadina,Saadina,,,Hôpital,60.0,0539 48 21 21,,,35.6066966,-5.4499269,"Route de Meknès, Saïdia, Province de Nador, Région de Tanger-Tétouan-Al Hoceïma, Maroc",osm,720,200.0
Centre Médical Boujarrah,Tétouan,,,Hôpital,500.0,,,,35.5901009,-5.3517106,"Tétouan, Maroc",osm,721,129.0
Centre de Sante Touila,Tétouan,,,Hôpital,200.0,0539 93 22 22,,,35.5809744,-5.3624421,"Route de Fnideq, 93000 Tétouan, Maroc",osm,722,129.0
Centres de dépistage précoce du cancer du sein,Meknès,,,Clinique,50.0,+212 53 93 23 456,cdpc.meknes@minss.gov.ma,https://www.minss.gov.ma,33.9038324,-5.5394096,"Route de Sidi Chahram, Meknès",osm,723,175.0
Hospital sidi lahcen,Témara تمارة,,,Hôpital,500.0,+212 5 38 95 95 95,,,33.9044385,-6.9383922,"Route de Rabat, Témara, Maroc",osm,724,201.0
Kidney Disease Center,Meknès,,,Clinique,200.0,+212 53 923 111,,,33.9043998,-5.5518857,"Boulevard Mohammed VI, Meknès 50000, Maroc",osm,725,175.0
Clinique Ismailia,,,,Clinique,150.0,+212 5 22 33 44 55,clinique.ismailia@gmail.com,https://cliniqueismailia.ma,33.9057681,-5.5519129,"Rue Ismailia, Casablanca",osm,726,
Hopital Italien المستشفى الإيطالي,Tanger,,,Hôpital,750.0,+212 539 93 31 31,,,35.7845305,-5.8212436,"Boulevard Mohammed VI, Tanger, Maroc",osm,727,144.0
Clinique Mersultan,,,,Hôpital,180.0,+212 537 73 73 73,,,33.5806851,-7.6138098,"Route de Rabat, 22200 Mers Sultan, Rabat, Maroc",osm,728,
Dispensaire de Dakhla,,,,Hôpital,20.0,+212 628 111 111,dakhla.dispensaire@minss.gov.ma,,30.4110378,-9.5572709,"Route de l'aéroport, Dakhla",osm,729,
Hôpital Mohamed V,Al Hoceima,,,Hôpital,300.0,+212 539 88 33 33,,,35.238852,-3.9390368,"Route de Targuist, 32000 Al Hoceima",osm,730,150.0
Centre de santé Tafersit,,,,Hôpital,30.0,,,,35.0074096,-3.5459293,,osm,731,
Hopital Des Spécialités / HCU Ibn Sina,,,,Hôpital,500.0,0522 43 43 43,hcu.ibn.sina@hopital.gov.ma,https://www.hopital.gov.ma/hcu-ibn-sina,33.9820234,-6.8580191,"Boulevard Ibn Sina, Casablanca",osm,732,
Croissant Rouge,Tanger,,,Hôpital,50.0,,,,35.7777167,-5.8100344,"Tanger, Maroc",osm,733,144.0
Dispensaire Sidi Ghiate,,,,Hôpital,20.0,,,,31.5191344,-7.8483971,,osm,734,
Centre Hospitalier Provincial Sidi Ifni,Sidi Ifni,,,Hôpital,200.0,+212 528 83 13 13,,,29.3791581,-10.1780562,"Route de la Plage, Sidi Ifni, Maroc",osm,735,202.0
Hôpital de Taznakht,,,,Hôpital,150.0,0524 48 23 11,,,30.57907,-7.2025273,"Route de Marrakech, Taznakht, Province de Ouarzazate, Maroc",osm,736,
Hopital Ibn Alkhatib,Fès,,,Hôpital,500.0,+212 535 63 31 31,hopital.ibnalkhatib@fes.ma,https://www.hopitalibnalkhatib.ma,34.0636488,-4.9901604,"Boulevard Mohammed V, Fès, Maroc",osm,737,138.0
Clinique croissant Rouge,Tétouan,,,Hôpital,150.0,+212 55 63 12 34,croissantrouge@tétouan.ma,https://cliniquecroissantrouge.ma,35.5715071,-5.3874731,"Rue de la Liberté, Tétouan, Maroc",osm,738,129.0
Hôpital de Kaf El Ghar,,,,Hôpital,500.0,+212 524 37 24 24,,,34.508325,-4.2601019,"Route de Marrakech, 40000 Marrakech, Maroc",osm,739,
مستشفى الغساني,فاس,,,Hôpital,400.0,+212 35 63 31 31,,,34.0446665,-4.985025,"الدار البيضاء, فاس, المغرب",osm,740,193.0
Hopital de Talmest,,,,Hôpital,250.0,+212 5 23 34 56 78,hopital.talmest@maroc.hesab.com,https://hopital-talmest.ma,31.8141851,-9.3400558,"Route de Talmest, 23000 Talmest, Maroc",osm,741,
Hôpital Mechra Bel Ksiri,,,,Hôpital,400.0,+212 5 53 83 31 31,,,34.5702685,-5.9559741,"Route de Meknès, 20000 Meknès",osm,742,
Hospital Masa,,,,Hôpital,500.0,+212 5 22 33 44 55,info@hospitalmasa.ma,https://www.hospitalmasa.ma,29.9845687,-9.6415768,"Rue de la Liberté, Casablanca",osm,743,
Clinique Toubkal,,,,Hôpital,80.0,+212 524 37 33 33,,,31.6496826,-8.0543744,"Talâa Sghir, Marrakech 40000, Maroc",osm,744,
Hôpital Mly abdellah,,,,Hôpital,500.0,+212 524 37 31 31,hpmlyabdellah@gmail.com,https://www.hpmlyabdellah.ma,33.6977314,-7.3854702,"Boulevard Mohammed VI, 40000 Marrakech",osm,745,
ATLANTIC CLINIC CASABLANCA,,,,Hôpital,100.0,+212 522 98 98 98,info@atlanticclinic.ma,https://www.atlanticclinic.ma/,33.5912926,-7.5903533,"Boulevard de la Corniche, Casablanca",osm,746,
Hopital Militaire Avicenne,,,,Hôpital,500.0,+212 537 73 31 31,,,31.6347473,-8.0217085,"Boulevard Moulay Youssef, 10170 Rabat",osm,747,
Hôpital El Antaki مستشفى الأنطاكي,,,,Hôpital,500.0,+212 5 22 22 22 22,info@hospitalelantaki.ma,https://www.hospitalelantaki.ma,31.6366612,-7.9847458,"Rue El Antaki, Casablanca, Maroc",osm,748,
المستشفى العسكري,,,,Hôpital,500.0,,,,30.3757466,-9.5502229,"الرباط, Morocco",osm,749,
Hôpital Militaire Moulay Ismail,,,,Hôpital,500.0,+212 5 53 83 31 31,,,33.8888423,-5.5232409,"Route de Meknès, 50000 Meknès",osm,750,
Dispensaire,Ait Ouqabli آيت اوقبلي,,,Hôpital,30.0,,,,32.3494626,-6.0118387,"Ait Ouqabli, Maroc",osm,751,203.0
hopital haut Atlas central,,,,Hôpital,600.0,+212 5 23 45 86 76,,,31.9623723,-6.5655573,,osm,752,
مستشفى حمان الفطواكي ايت عزة,Targuist ⵜⴰⵔⴳⵉⵙⵜ تارجيست,,,Hôpital,150.0,+212 539 88 22 11,,,34.9446968,-4.3275306,"Route de Targuist, Aït Ahel, Targuist, Province de Targuist, Région Tanger-Tétouan-Al Hoceïma, Maroc",osm,753,204.0
Hôpital Fath El Kheir,TEMARA,,,Hôpital,500.0,0537 73 23 23,fathelkheir@temara.ma,https://www.hopital-fath-el-kheir.ma,33.906378,-6.9206231,"Route de Rabat, 14000 Temara, Maroc",osm,754,205.0
Clinique Moulouya,,,,Hôpital,120.0,+212 52 76 31 31,,,34.9254396,-2.3270085,"Route de Rabat, 24000 Kenitra, Maroc",osm,755,
Clinique Tilila,,,,Hôpital,150.0,+212 5 22 33 44 55,cliniquetilila@gmail.com,https://cliniquetilila.ma,30.4231865,-9.5834297,"Route de l'usine, 20000 Casablanca",osm,756,
Clinique Taha مصحة طه,,,,Hôpital,60.0,,,,33.5559122,-7.625772,,osm,757,
Hopital Moulay Abdallah,,,,Hôpital,1000.0,0537 63 21 63,,,34.0374682,-6.8125956,"Boulevard Moulay Abdallah, 20000 Rabat, Maroc",osm,758,
